VILLAGE_NAME_ENGLISH,PH,EC,Organinc Carbon,PHOSPHOROUS,POTASH,CALCIUM_CARBONATE,FERROUS,MANAGESE,ZINK,COPPER,Total Rating Value
SADALGA,7.65,0.45,0.9,7.5,594,7.2,13.66,26.72,1.07,3.34,662.49
SADALGA,7.62,0.38,0.99,8.6,795,6.4,13.79,26.52,0.63,3.26,863.19
SADALGA,7.2,0.32,0.66,3.8,493,6,20.75,40.78,1.66,0.3,574.47
SADALGA,7.15,0.28,0.78,7.5,470,6,18.96,38.98,1.89,0.35,551.89
SADALGA,7.02,0.25,0.9,2.9,498,6.4,22.53,41.95,2.65,0.25,582.85
SADALGA,7.65,0.58,0.87,4.7,347,7.6,13.81,33.8,2.11,0.3,418.42
SADALGA,7.58,0.32,0.72,10,414,5.2,13.05,39.72,2.38,2.4,495.37
SADALGA,7.66,0.36,0.84,8.6,504,7.6,13.75,40.8,1.37,1.45,586.43
SADALGA,6.72,0.28,1.02,15.6,526,6,23.74,36.55,2.09,1.6,619.6
SHIRGUPPI,8.4,0.98,0.3,6.6,627,12.8,8.98,13.6,0.8,4.58,684.04
SHAHAPUR,7.98,0.45,1.23,10,694,8.4,10.37,15.94,4.27,4.78,757.42
SHAHAPUR,8.05,0.26,1.08,6.6,739,18.8,9.09,20.53,1.23,5.47,810.11
SHAHAPUR,7.88,0.66,0.87,12.1,717,8.8,12.77,22.53,1.24,5.4,789.25
SHAHAPUR,7.82,0.64,1.14,2.3,706,11.2,11.09,23.43,3.78,7.97,775.37
MANGAVATI,7.05,0.28,0.69,8.6,635,6.4,18.29,23.15,3.4,5.4,708.26
SHAHAPUR,8.15,0.38,0.87,10.4,504,13.6,3.67,13.77,1.16,4.98,560.98
SHAHAPUR,8.22,0.28,1.17,10.8,694,16,3.67,10.62,0.55,2.64,747.95
SHAHAPUR,8,0.75,1.23,9.3,459,9.2,6.27,18.98,0.83,4.28,517.84
BORGAON,7.59,3.4,0.75,8.1,302,7.6,1.91,22.49,0.85,4.54,359.23
BORGAON,8.15,0.35,0.6,6.6,347,7.6,4.34,14.28,0.7,2.64,392.26
BORGAON,7.29,0.2,0.69,10,381,3.6,11,21.12,1.22,3.45,439.57
BORGAON,7.39,0.55,0.78,11.8,549,4.8,11.67,21.17,2.71,3.85,613.72
BORGAON,7.78,0.32,0.93,4.7,302,4.4,9.24,18.27,0.54,4.26,352.44
BORGAON,7.48,0.38,0.6,11.5,549,5.2,6.33,20.54,0.9,2.99,604.92
BORGAON,7.35,0.48,1.23,5,358,5.2,6.94,20.16,0.72,3.05,408.13
BORGAON,7.68,0.3,1.02,8.1,336,4.4,9.12,20.31,0.38,2.64,389.95
BORGAON,7.66,0.42,1.32,1.6,750,4.8,8.03,23.75,1.47,3.81,802.86
BORGAON,7.88,0.72,1.14,9.3,571,5.6,4.76,20.22,2.09,3.09,625.8
BORGAON,8.15,0.28,1.05,6.6,157,4.8,4.09,13.35,3.5,3.37,202.19
BORGAON,7.48,0.26,0.87,6.3,235,4.4,12.03,15.39,0.34,3.21,285.28
BORGAON,7.22,0.3,0.99,14.7,482,5.6,12.94,23.88,1.63,6.6,555.86
BORGAON,7.62,0.27,0.9,13.6,504,4.8,9.67,21.21,1.35,7.04,570.46
BORGAON,7.76,0.3,1.08,2.15,269,4.8,7.61,20.62,0.62,6.26,320.2
BORGAON,7.48,0.28,0.72,1.6,493,6.8,7.49,19.4,0.76,3.95,541.48
BORGAON,7.55,0.34,0.6,15.2,403,4.8,8.58,21.94,1.15,5.06,468.22
BORGAON,7.65,0.22,1.14,13.3,470,6,7.49,18.9,0.54,7.26,532.5
BORGAON,7.48,0.28,1.08,16.8,493,6.4,8.46,20.45,1.47,8.03,563.45
BORGAON,7.98,0.25,0.75,15.6,358,10,10.76,16.23,0.7,6.64,426.91
BORGAON,7.96,0.28,0.9,4.7,414,9.6,10.09,14.09,0.38,6.64,468.64
BORGAON,7.65,0.48,1.17,4.54,997,7.2,4.15,14.07,1.83,5.81,1043.9
JANWAD,7.68,0.26,1.29,9.3,504,4.8,13.79,19.84,0.55,5.21,566.72
CHAND-SHIRADWAD,8.1,0.4,0.75,7.5,526,12,18.64,18.81,1.28,8.19,601.67
CHAND-SHIRADWAD,8.3,0.25,1.02,2.9,470,13.6,9.06,15.45,0.22,6.42,527.22
JANWAD,8.1,0.28,1.14,3.8,538,12,7.49,19.53,1.62,7.06,599.02
CHAND-SHIRADWAD,8.02,0.25,0.87,8.6,470,9.6,9.61,17.79,0.39,7.83,532.96
CHAND-SHIRADWAD,7.6,0.2,1.23,9.3,370,5.6,16.52,20.07,0.68,9.16,440.36
JANWAD,8.22,0.5,1.14,7.5,504,16,3.3,18.21,0.94,8.25,568.06
CHAND-SHIRADWAD,7.8,0.42,0.75,6.6,403,6,10.21,19.59,0.7,6.62,461.69
CHAND-SHIRADWAD,7.82,0.34,0.63,10,526,8.8,1.73,19.13,0.85,7.85,583.15
JANWAD,7.88,0.55,1.08,1.6,717,8.8,2.52,19.15,2.03,7.81,768.42
CHAND-SHIRADWAD,6.95,0.25,0.87,14.1,627,4.8,3.67,20.93,0.7,10.51,689.78
JANWAD,8.02,0.23,0.9,2.15,470,13.6,23.67,18.83,0.38,6.6,544.38
CHAND-SHIRADWAD,8.08,0.26,0.81,3.8,414,9.6,7.91,16.71,0.23,6.96,468.36
UDGAON,7.85,0.3,0.75,15.6,605,9.2,6.88,19.61,1.17,7.89,674.25
UDGAON,7.78,0.26,1.08,14.7,504,8,8.21,17.81,1.02,6.7,569.56
UDGAON,7.92,0.23,0.99,13.6,627,9.6,3.91,16.25,0.07,5.79,685.36
CHAND-SHIRADWAD,7.65,0.58,0.93,12.7,795,4,8.18,11.03,1.45,5.59,847.11
SHIRATI,7.98,0.39,1.02,2.9,515,6.4,9.87,15.48,0.55,1.37,560.96
SHIRATI,7.58,0.33,1.2,8.6,627,5.2,12.47,19.74,2.31,1.2,685.63
SHIRATI,7.7,0.44,1.05,16.5,582,5.2,12.64,16.79,1.84,1.27,645.43
SHIRATI,7.3,0.34,0.93,3.8,650,4.4,15.46,24.75,2.35,1.37,710.7
SHIRATI,8.05,0.5,1.29,10,750,16.4,7.38,13.3,0.38,1.1,808.4
SHIRATI,7.98,0.39,0.96,7.5,515,6.8,12.03,15.25,0.51,1.8,568.22
SHIROL,7.95,0.42,1.17,14.7,627,6,8.71,13.6,0.38,4.41,684.34
SHIROL,7.7,0.84,1.2,10,571,6,10.15,14.65,0.34,3.73,625.61
UDGAON,7.59,0.62,1.11,11.5,1030,9.6,12.53,22.76,1.73,9,1106.44
UDGAON,7.55,0.65,0.99,25.8,1120,8,11.73,22.56,1.88,8.26,1207.42
UDGAON,7.45,0.72,0.51,30.1,1086,9.2,7.92,28.15,2.23,10.08,1182.36
SHIROL,7.58,0.65,1.05,25.8,941,9.2,10.44,17.56,1.55,7.87,1022.7
UDGAON,7.35,0.75,1.23,25.8,1120,8,12,29.04,2.25,10.23,1216.65
SHIROL,7.55,0.68,1.17,25.8,1109,8.8,12.8,32.91,2.16,6.44,1207.31
SHIROL,7.5,0.64,1.26,27.9,1120,9.6,9.31,30.98,2.13,6.71,1216.03
KURUNDWAD,6.95,0.28,1.53,11.8,650,7.6,7.83,27.81,0.93,5.34,720.07
SHIROL,7.92,0.38,1.05,11.5,851,16.8,2.78,5.1,0.69,5.07,902.29
SHIRATI,8.08,0.31,0.75,7.9,291,9.2,9.24,4.18,0.23,6.5,337.39
SADALGA,7.32,0.28,1.29,9,190,5.6,14.19,24.11,0.36,7.78,259.93
SADALGA,7.2,0.35,1.17,11.5,459,3.2,12.33,9.51,1.19,6.6,512.05
SADALGA,7.5,0.25,0.27,10.4,627,4.4,12.33,16.34,0.68,8.01,687.18
CHAND-SHIRADWAD,7.56,0.38,0.3,10,762,5.2,8.43,11.55,1.14,6.48,813.04
ARJUNWAD,8.05,0.35,1.02,4.7,795,19.6,8.89,10.43,0.22,3.49,851.75
NANDANI,7.55,0.26,1.02,18.6,538,6,17.16,24.66,1.89,8.16,623.3
SHIROL,7.85,0.2,0.84,7.5,694,8.8,6.56,6.42,0.18,6.5,738.85
BORGAON,7.98,0.96,0.45,8.6,907,13,4.7,5.35,0.11,3.78,951.93
DHARANGUTTI,8.02,0.5,0.84,3.4,319,8.4,6.62,5.87,0.08,5.66,358.39
DHARANGUTTI,7.32,0.69,0.78,25.8,706,7.6,18.97,16.77,1.7,7.01,792.64
SADALGA,7.88,0.5,0.36,4.5,347,6.8,3.89,9.25,0.1,3.01,383.29
DATTANAGAR ,8.1,0.42,0.39,7.2,650,9.6,8.66,15.05,0.03,4.94,704.39
ARJUNWAD,7.88,0.38,0.57,7.5,459,6.8,14.47,8.9,0.55,5.7,511.75
ARJUNWAD,7.8,0.75,1.08,16.1,890,10,11.6,10.5,1.65,5.3,954.78
ARJUNWAD,7.96,0.32,0.66,8.6,470,6.4,13.87,11.65,0.4,5.6,525.46
ARJUNWAD,7.89,0.28,0.69,3.4,504,6,11.53,8.99,0.4,5.65,548.83
ARJUNWAD,7.88,0.25,0.54,5,470,6,11.93,6.45,0.4,5.25,513.7
ARJUNWAD,7.94,0.32,0.9,6.3,627,4.8,11.2,7.95,0.85,5.2,672.46
ARJUNWAD,7.92,0.22,0.84,8.1,515,6.4,10.8,8.85,0.4,5.7,564.23
ARJUNWAD,7.72,0.5,0.96,18.3,829,6.4,10.73,12.1,0.75,5.15,891.61
ARJUNWAD,7.75,0.32,0.6,7.5,504,6.8,8.4,4.15,0.35,5,544.87
ARJUNWAD,7.89,0.25,0.75,6.6,605,5.6,8.93,0.9,0.6,4.65,641.17
SHIRDHON,7.75,0.66,0.9,11.8,997,11.2,6.53,0.7,1.4,4.65,1042.59
SHIRDHON,8.16,0.38,0.87,5.2,515,13.6,7.26,0.2,0.5,3.55,554.72
NANDANI,7.69,0.58,1.02,21.1,890,4.4,10.95,7.95,1.75,7.7,953.14
NANDANI,7.58,0.38,0.81,14.1,493,5.2,13.1,4.7,1.7,7.1,547.67
NANDANI,8.1,0.58,0.99,12.7,605,17.6,8.75,7.95,1.15,5.65,668.47
NANDANI,8.06,0.36,1.05,15.2,582,5.2,7,1.7,1.6,5.9,628.07
NANDANI,8.08,0.33,0.51,7.5,504,8.8,5.4,0.3,0.9,6.5,542.32
NANDANI,8.2,0.5,0.9,8.1,414,16,5.9,26.75,1.65,5.9,487.9
SHIRGUPPI,8.08,0.35,0.45,2.3,627,15.6,4.3,24.1,0.4,3.85,686.43
SHIRGUPPI,8.4,0.48,1.05,8.1,577,17.2,2.75,30.65,0.8,4.15,650.58
SHIRGUPPI,8.25,0.34,0.6,6.3,414,18.8,3,18.65,0.35,2.95,473.24
SHIRGUPPI,8.1,0.55,0.66,12.7,666,12.4,4.3,28.1,2.2,4.1,739.11
SHIRGUPPI,7.95,0.48,0.84,6.6,717,11.2,3.8,32.1,0.7,5.05,785.72
SHIRGUPPI,8.05,0.42,0.69,8.1,526,18.8,2.95,24.3,0.2,4.3,593.81
SHIRGUPPI,8.3,0.38,0.9,3.4,470,19.6,2.2,14.95,0.75,6.25,526.73
SHIRGUPPI,7.98,0.62,0.87,6.3,795,15.6,11.95,29.5,0.65,6.73,875.2
SHIRGUPPI,8.12,0.64,0.87,11.8,717,10.8,15.4,26.7,1.7,7.83,800.86
SHIRGUPPI,8.08,0.38,0.72,6.6,806,11.2,16.53,25.9,1.1,6.4,882.91
SHIRGUPPI,8.1,0.38,0.57,2.15,605,19.2,13.81,11.1,0.45,0.99,661.75
SHIRGUPPI,7.92,0.4,0.69,3.8,806,18.8,10.13,15.9,0.5,4.25,868.39
SHIRGUPPI,8.05,0.58,0.78,2.15,571,14,15.67,13.45,0.7,4.95,631.33
SHIRGUPPI,8.1,0.54,0.45,4.7,773,15.2,16.1,14.8,0.65,4.3,837.84
SHIRGUPPI,7.98,0.52,0.99,2.15,806,14.8,16.6,15.1,0.2,4.8,869.14
SHIRGUPPI,7.84,0.68,0.87,3.8,493,7.6,10.15,15.95,0.35,4.9,545.14
SHIRGUPPI,7.8,0.66,0.93,2.3,504,5.2,8.8,19.3,0.2,3.6,552.79
SHIROL,7.82,0.55,0.39,5,470,6,17.1,12.65,0.2,5.4,525.11
SHIRATI,7.56,0.45,0.45,30.1,571,6.4,20.1,17.1,0.7,5.4,659.26
SHIRATI,7.54,0.5,0.3,21.1,504,5.6,22.6,15.55,0.4,7.75,585.34
SHIRATI,8.1,0.48,0.42,5.2,459,13.2,15.7,11.3,0.5,3.99,517.89
SHIRATI,8.08,0.46,0.78,4.5,504,12.8,13.6,10.4,0.2,2.65,557.47
SHIRATI,8.05,0.45,0.57,1.07,515,14.8,12.45,10.85,0.2,4.6,568.04
SHIRATI,8.05,0.4,0.81,1.07,594,15.6,15.6,9.85,0.01,3.35,648.74
SHIRATI,7.75,0.98,0.9,14.1,666,12,12.65,12.9,0.85,3.15,731.28
SHIRATI,8.1,1.1,1.02,9.5,571,12.8,10.1,10.6,0.65,3.2,628.07
SHIRATI,8.05,0.45,0.72,11.5,571,16,13.05,10.3,0.4,3.1,634.57
SHIRATI,8,0.4,0.57,8.6,504,16.4,12.9,16.25,0.45,3.05,570.62
SHIRATI,7.92,0.65,0.6,14.1,594,6.8,11.95,14.65,0.75,5,656.42
SHIROL,8.48,1.49,0.6,10,549,8,14.02,17.32,0.8,4.7,614.41
TAKALI,7.25,0.2,0.99,14.7,470,4,19.44,29.98,0.6,9.62,556.78
TAKALI,7.22,0.16,1.17,12.1,694,3.6,19.9,32.83,0.72,10.04,781.74
TAKALI,7.2,0.2,0.87,5,482,2.8,28.12,28.86,1.37,12.22,568.64
TAKALI,7.32,0.18,1.05,3.8,504,2.4,21.48,31.96,0.92,12.25,585.36
TAKALI,7.45,0.17,1.26,9,526,4,22.28,33.04,1.04,10.83,615.07
TAKALI,7.29,0.18,1.08,11.5,403,2.4,22.85,31.3,0.66,9.05,489.31
TAKALI,7.18,0.2,0.87,5,515,3.6,22.34,34.81,0.79,11.89,601.68
TAKALI,7.39,0.18,1.29,2.9,482,2.8,23.02,31.34,0.92,10.72,562.56
TAKALI,7.29,0.16,1.05,13.3,381,2.4,20.18,29.81,1.47,9.49,466.15
TAKALI,7.22,0.15,0.87,16.5,437,3.2,18.76,31.26,1.58,7.31,523.85
TAKALI,7.32,0.22,1.17,12.1,470,2.4,17.63,32.79,1.24,8.2,553.07
TAKALI,7.29,0.18,1.05,16.8,459,4,23.13,31.84,1.32,7.25,551.86
TAKALI,7.28,0.15,1.17,10,504,3.6,23.92,33.04,1.27,8.8,593.23
TAKALI,7.2,0.18,0.9,5,470,4,22.9,32.5,1.3,8.63,552.61
TAKALI,7.75,0.3,1.2,4.7,459,3.2,23.75,31.92,1.28,8.35,541.45
TAKALI,7.88,0.38,0.93,12,482,4.8,23.07,30.97,1.31,9.33,572.67
TAKALI,7.92,0.29,1.02,14.7,414,2.8,20.75,30.93,1.38,9.43,503.22
TAKALI,7.72,0.26,0.99,13.3,515,4,21.48,32.33,1.45,10.53,607.06
JANWAD,7.6,0.24,0.3,7.5,582,13.2,10.67,10.81,0.74,4.6,637.66
JANWAD,8.1,0.25,0.6,10.4,627,9.6,8.22,11.47,0.45,5.45,681.54
JANWAD,7.84,0.22,0.75,5.2,549,6.8,12.48,18.98,0.15,5.75,607.17
JANWAD,7.88,0.38,1.05,10.9,750,9.2,7.77,12.9,1.35,4.5,805.93
JANWAD,7.8,0.28,0.81,2.15,504,6,14.74,16.32,1.15,6.85,560.1
CHAND-SHIRADWAD,6.96,0.18,0.81,5.2,549,4.4,18.52,16.61,1.1,4.85,607.63
CHAND-SHIRADWAD,7.5,0.16,0.48,8.06,627,4,13.65,15.69,2.05,4.3,682.89
CHAND-SHIRADWAD,7.8,0.3,0.63,5.02,717,5.2,15.42,16.11,2.5,5.1,775.08
CHAND-SHIRADWAD,7.55,0.16,0.69,2.32,582,6,18.72,14.36,1.25,5.2,638.25
JANWAD,8.1,0.2,0.87,10.4,829,12.4,10.79,12.09,0.85,4.95,889.65
JANWAD,8.2,0.2,1.08,4.5,773,8,10.79,11,0.65,4.6,822.02
JANWAD,7.65,3.1,0.69,13.3,1019,9.6,3.55,13.93,1.4,4.05,1076.27
JANWAD,7.2,0.3,0.93,9.5,549,5.6,22.46,19.97,0.85,7.85,623.66
JANWAD,7.82,0.45,0.96,5.2,750,10.4,9.06,6.28,0.5,4.65,795.32
ARJUNWAD,7.48,0.25,0.87,13.3,549,5.6,24.64,16.65,0.6,9.2,627.59
ARJUNWAD,7.46,0.22,1.29,10.4,459,5.2,21.21,17.85,3.8,8.9,535.33
ARJUNWAD,7.65,0.29,1.11,8.6,795,6.4,21.82,16.75,3.6,8.5,869.72
ARJUNWAD,7.45,0.36,0.87,5.2,627,6.8,23.11,17.1,0.4,9.1,697.39
ARJUNWAD,8.1,0.38,0.9,14.1,493,8,12.96,12.85,0.8,7.25,558.34
ARJUNWAD,8.1,0.38,1.05,8.96,795,11.2,7.8,12.2,1.3,3.6,849.59
CHINCHWAD,8.05,0.6,0.87,10,750,9.6,3.4,12.8,1.25,3.75,800.32
ARJUNWAD,8,0.52,1.11,7.5,510,12,8.45,12.6,1.1,4,565.28
ARJUNWAD,7.8,0.22,0.6,4.7,470,4.4,11.55,17.4,0.95,4.75,522.37
ARJUNWAD,7.88,0.75,0.78,16.8,874,8.4,2.95,16.6,1.3,3.99,933.45
ARJUNWAD,8.12,0.38,0.42,10.4,538,8.4,10.65,15.7,0.75,5.25,598.07
ARJUNWAD,8.1,0.35,0.84,3.8,750,9.6,9.35,14.35,0.5,5.2,802.09
ARJUNWAD,7.93,0.65,0.99,5.2,627,7.2,13.65,17,1.55,4.45,685.62
ARJUNWAD,8.22,0.35,0.78,2.15,717,11.2,8,16.35,0.3,4.23,768.58
ARJUNWAD,7.68,0.6,0.45,5.02,818,6.4,12.2,19.99,3.7,7.1,881.14
ARJUNWAD,8.08,0.3,0.99,7.5,638,6.4,4.85,20.2,0.65,2.8,689.77
ARJUNWAD,8.25,0.26,1.08,6.3,717,10.4,9.9,16.95,0.25,3.75,774.14
ARJUNWAD,7.92,0.6,0.99,11.8,829,7.2,3,17.45,1.95,3.75,883.66
UDGAON,7.98,0.45,0.78,3.8,482,11.6,9.2,15.9,0.45,3.7,535.86
ARJUNWAD,7.9,0.8,0.57,6.3,538,12,3.9,17.3,0.5,5.25,592.52
CHINCHWAD,8.2,0.42,0.39,7.5,627,11.2,5.95,19.1,0.3,2.2,682.26
ARJUNWAD,8.16,0.28,0.3,3.4,549,6.8,3.1,19.45,0.45,2.25,593.19
ARJUNWAD,7.98,0.82,0.45,7.5,459,11.6,3.7,13.1,0.35,2.3,506.8
ARJUNWAD,8.1,0.42,0.39,5.2,526,11.2,5.35,15.8,0.3,1.85,574.61
ARJUNWAD,8.18,0.32,0.3,7.5,700,11.2,9.15,14.1,0.3,2.25,753.3
SHIROL,8.28,0.3,0.87,3.8,666,10.4,8.75,16.15,0.1,1.9,716.55
SHIROL,7.92,0.48,0.84,5.02,717,6,11.9,13.3,0.75,2.9,766.11
ARJUNWAD,8.15,0.38,0.99,4.7,605,11.2,4.7,17.4,0.2,1.8,654.52
ARJUNWAD,7.68,0.48,1.14,10.4,806,6,1.65,16.6,3.25,3.85,857.05
SHIROL,7.79,0.28,0.93,12.9,493,4.4,9.15,20.7,0.45,3.65,553.25
SHIROL,8.05,0.5,0.84,11.8,319,11.6,4.9,12.45,0.6,3.75,373.49
SHIROL,7.78,0.48,0.78,6.6,582,8,11,18.7,0.95,3.75,640.04
SHIROL,7.62,3.5,0.45,9.5,773,5.6,8.65,17.05,0.75,2.8,828.92
SHIROL,7.72,0.5,0.72,11.8,493,4.8,4.3,19.1,0.35,2.85,545.14
SHIROL,7.89,0.68,0.84,9.5,913,6.4,5.75,15.75,0.2,2.75,962.76
SHIROL,7.78,0.5,0.99,4.7,605,8,12.35,19.99,0.95,3.15,663.41
SHIROL,7.72,0.68,0.75,3.8,403,3.6,6.95,19.95,1.25,2.75,450.45
SHIROL,8.1,0.26,0.87,9.5,801,7.2,10.1,17.45,0.3,2.25,857.03
SHIROL,8.29,0.29,0.3,14.7,627,12,12.45,10.55,0.15,4.75,690.48
ARJUNWAD,7.88,0.28,0.75,5.02,829,11.2,14.7,11.98,0.5,5.3,886.61
SHIROL,7.8,0.75,1.08,4.7,638,6,7.65,15.05,0.5,5.2,686.73
SHIROL,8.18,0.42,1.02,7.5,706,11.2,16.2,11.25,0.3,5.2,767.27
SHIROL,8.1,0.58,0.6,9.5,750,12.4,12.7,10.25,0.5,5.4,810.03
SHIROL,7.8,0.84,0.75,10.4,1086,6.8,6.9,12.9,0.75,5.1,1138.24
SHIROL,8.08,0.69,0.78,18.6,829,12,5.2,12.1,0.75,4.75,891.95
SHIROL,8.1,0.38,1.11,15.2,851,11.6,6,14,0.95,5.3,913.64
SHIROL,8.05,0.28,0.75,18,890,13.2,8.5,11.6,0.5,5.85,956.73
SHIROL,7.66,0.54,0.69,16.5,638,4.8,13.8,20,1.35,7.25,710.59
SHIROL,7.62,0.48,0.78,8.6,795,4.8,12.15,18.05,1.45,5.3,854.23
SHIROL,7.93,0.27,1.02,8.6,963,8.4,8.75,14.4,0.35,5.6,1018.32
SHIROL,8.1,0.5,0.99,13.6,829,11.6,8.5,10.35,0.9,4.75,888.29
SHIROL,7.88,0.66,0.99,11.5,907,8,7.95,15.85,1.15,5.7,966.68
SHIROL,7.48,1.15,1.2,10.4,1120,11.2,10.5,28.8,2.35,4.75,1197.83
SHIROL,7.92,0.78,0.6,21.1,700,13.6,5.25,16.55,0.2,4.7,770.7
SHIROL,7.88,0.68,1.14,18.6,666,13.2,8.9,16.05,0.45,4.6,737.5
SHIROL,7.92,0.8,1.05,15.2,1053,11.2,9.95,11.4,0.8,4.5,1115.82
SHIROL,7.85,0.72,1.14,23.3,986,8.4,10.1,15.7,1.1,4.75,1059.06
SHIROL,7.95,0.64,1.17,18,801,11.2,12.2,9.8,0.3,4.4,866.66
SHEDBAL,7.89,0.58,1.05,16.8,549,14,7.05,16.15,1.65,4.45,618.62
SHEDBAL,7.92,0.5,0.45,12.1,470,13.6,8.4,12.35,0.2,3.9,529.42
SHEDBAL,7.98,0.3,0.33,18.6,381,9.6,5.3,15.05,0.95,5.1,444.21
SHEDBAL,7.84,0.58,0.51,15.2,571,14.4,4.9,11.65,0.45,4.3,630.83
SHEDBAL,8.05,0.48,0.21,16.1,358,15.6,5.6,8.35,0.35,2.75,415.49
SHEDBAL,8.18,0.36,0.48,15.2,414,9.2,4,8.75,0.25,5.3,465.72
SHEDBAL,8,0.44,0.93,18.6,706,12.8,5.1,19.55,1.1,6.85,779.37
ARJUNWAD,8.1,0.44,0.9,14.1,694,12.8,8.65,12.65,0.55,5.7,757.89
ARJUNWAD,7.58,0.52,1.17,21.1,890,5.6,15.2,17.8,0.99,5.3,965.26
ARJUNWAD,8.2,0.38,0.66,18.6,795,10.4,15.5,12.9,0.05,6.25,867.94
SHIROL,7.68,1.39,1.29,10,829,9.2,10.5,26.8,1.75,7.7,905.31
SHIROL,7.49,0.25,1.2,12.1,571,5.6,15.8,21.48,2.25,8.9,646.07
SHIROL,7.39,0.22,1.17,9.5,549,5.2,19.25,24.6,1.7,5.35,623.38
SHIROL,7.72,0.34,1.02,16.8,700,4.8,4.95,24.65,1.85,6.4,768.53
SHIROL,7.59,0.48,1.08,8.6,1086,4.4,18.65,15.9,2.55,7.85,1153.1
SHIROL,7.72,0.29,0.99,17.6,577,6,12.8,18.2,1.5,6.4,648.5
SHIROL,7.49,0.28,0.93,12.1,627,4.8,14.15,19.85,1.05,5.65,693.3
SHIROL,7.75,0.42,0.72,25.8,700,3.2,18.15,16.15,1.2,6.15,779.54
SHIROL,7.72,0.26,1.08,25.8,526,5.2,15.97,14.5,2.4,6.1,605.03
SHIROL,7.78,0.25,0.6,18.6,694,3.6,15.27,14.75,1.05,6.99,762.89
SHIROL,7.39,0.28,0.54,21.1,706,5.2,12.8,20.95,0.8,6.15,781.21
SHIROL,7.78,0.29,1.08,7.5,818,5.2,17.75,13.15,1.45,5.6,877.8
SHIRATI,7.69,0.2,0.72,2.15,504,5.2,12.6,15.7,0.1,5.6,553.96
SHIROL,7.59,0.27,0.54,7.2,638,4.4,14.75,21.6,0.35,5.25,699.95
SHIROL,7.55,0.22,0.45,16.8,515,5.6,15,15.85,0.5,5.95,582.92
SHIROL,7.78,0.25,1.02,12.1,470,5.2,17.5,14.8,0.25,6.05,534.95
SHIROL,7.72,0.28,1.08,16.8,510,4.4,13.7,17.85,1.4,6.4,579.63
SHIROL,7.79,0.22,1.2,27.9,538,4.8,21.9,19.9,0.5,5.65,627.86
SHIROL,7.69,0.28,0.72,15.2,515,6,15.1,7.5,0.45,6.5,574.44
SHIROL,7.79,0.3,0.97,18,577,6,12.75,18.6,1.3,5.95,648.66
SHIROL,7.39,0.36,0.93,11.5,997,4,25,17.3,1.75,8.2,1073.43
SHIROL,7.69,0.32,0.75,5.02,750,6,11.75,17.7,1.6,5.1,805.93
SHIROL,7.62,0.3,1.14,12.9,577,4.4,12.6,20.35,1.25,6.1,643.66
SHIROL,7.72,0.22,1.02,12.1,549,3.6,13.85,18.75,1.5,6.3,614.06
SHIROL,7.68,0.2,1.08,13.3,577,4,13.9,21.8,0.9,6.4,646.26
SHIROL,7.88,0.22,1.02,4.5,549,5.2,12.75,22.3,0.8,5.6,609.27
SHIROL,7.32,0.26,1.08,3.4,582,5.6,19.5,19.75,0.75,6.6,646.26
SHIROL,7.78,0.22,1.02,13.3,526,5.6,11.35,19.75,0.6,5.2,590.82
SHIROL,7.58,0.29,0.93,6.3,493,3.6,19.65,18.7,0.1,5.45,555.6
SHIROL,7.39,0.32,0.72,15.2,504,4.8,13.4,19.8,0.5,5.45,571.58
SHIROL,7.78,0.28,0.84,11.8,515,3.6,11.2,23.45,1.45,6.05,581.45
SHIROL,7.89,0.26,0.63,10.4,627,4.8,13.75,15.45,0.8,6.1,687.08
SHIROL,7.85,0.32,1.14,9.5,504,6.4,14.3,15.6,0.4,5.6,565.11
SHIROL,7.69,0.28,1.02,7.2,627,10.4,13.3,25.6,2,5.45,699.94
UDGAON,8,0.58,1.11,1.6,577,11.6,8.85,34.25,0.4,5.65,649.04
UDGAON,7.98,0.48,1.26,8.96,627,9.2,11.45,35.5,0.6,5.45,707.88
UDGAON,7.88,0.42,1.2,7.5,470,10,11.65,34.15,0.4,1.05,544.25
SHIROL,7.58,1.18,0.78,2.9,392,4.8,13.95,41.55,0.5,7.25,472.49
SHIROL,8.05,0.68,0.93,8.06,605,11.2,5.1,34.15,0.6,4.25,678.02
SHIROL,7.68,0.38,1.38,8.6,862,6,13,56.6,0.65,6.15,962.44
SHIROL,7.8,0.34,1.56,18.6,650,6.4,16.8,44.5,0.9,8.6,755.5
SHIROL,7.66,0.84,1.32,18,605,6,11.1,46.4,1.6,7.9,705.82
SHIROL,7.62,0.59,1.32,13.3,549,6.4,21.85,50.4,1.1,7.25,658.83
SHIROL,7.59,1.59,1.35,5.23,717,5.2,17.65,52.35,2.75,7.8,818.51
SHIROL,7.32,1.29,1.29,18,974,5.2,19.15,71.3,1.65,7.75,1106.95
SHIROL,7.55,0.64,1.56,16.5,795,5.2,20.9,50.95,2.55,8.1,908.95
SHIROL,7.82,0.39,0.96,17.6,437,6.8,15.45,43.7,0.65,7.1,537.47
SHIROL,7.8,0.42,0.99,4.7,381,6,13.9,42.5,1.3,7.15,465.76
SHIROL,7.82,0.38,1.26,7.5,358,6.8,13.05,44.4,0.45,7.35,447.01
SHIROL,7.88,0.32,0.81,4.7,319,5.6,16.7,43.95,0.5,7.3,406.76
