VILLAGE_NAME_ENGLISH,PH,EC,Organinc Carbon,PHOSPHOROUS,POTASH,CALCIUM_CARBONATE,FERROUS,MANAGESE,ZINK,COPPER,Total Rating Value
SHIROL,7.45,0.46,0.57,57.29,414,7.2,5.2,10.6,2.8,6.1,511.67
SHIROL,7.4,0.5,1.05,68.94,470,5.6,5.1,10.7,3,6.6,578.89
SHIROL,7.52,0.42,1.14,42,381,7.6,4.8,9.7,1.2,6,461.38
SHIROL,7.56,0.48,1.05,47.7,414,8.8,5.7,9.9,1.7,6.6,503.49
SHIROL,7.48,0.46,0.93,39.26,291,6.8,7.4,10.3,1.8,7.1,372.53
SHIROL,7.45,0.42,1.11,57.29,381,6.8,7.6,11.3,2.1,8.3,483.37
SHIROL,7.4,0.55,1.08,55.47,470,6.4,4.8,10,3.1,6,564.8
SHIROL,7.45,0.48,0.9,26.02,403,7.6,6.1,9.8,0.7,5.6,467.65
SHIROL,7.42,0.46,1.14,31.5,370,8,5.8,9,0.7,4.8,438.82
SHIROL,7.5,0.68,0.99,28.76,336,8.8,5.3,8.7,1.2,6,403.93
SHIROL,7.48,0.75,0.75,39.26,470,8.4,5.1,9.7,1.3,6.6,549.34
SHIROL,7.55,0.65,1.14,24.65,29,6.8,4.2,7.8,1,4.9,87.69
SHIROL,7.52,0.59,1.17,44.51,347,7.6,4.1,9.3,1.2,5.4,428.39
SHIROL,7.5,0.57,0.6,32.81,358,9.2,4.7,9.3,1.6,5.5,429.78
CHINCHWAD,7.58,0.38,1.14,30.13,336,8.8,5.7,7.9,0.7,5.4,403.73
DATTANAGAR ,7.56,0.4,0.81,32.87,381,9.2,6.6,8.5,0.8,5.5,453.24
CHINCHWAD,7.52,0.68,0.78,38.12,336,6.8,4,8.6,1.3,6,409.8
SHIROL,7.48,0.55,0.96,141.4,302,7.6,6.5,9.6,0.8,5.4,482.29
CHINCHWAD,7.5,0.65,0.75,36.75,291,9.2,3.7,8.6,1.6,5,364.75
SHIROL,7.48,0.86,0.84,35.61,358,8.4,4,8.2,1.1,4.7,429.19
TAKALI,7.18,0.25,0.6,47.7,1098,6.8,3.9,6,1.6,4.5,1176.53
BORGAON,7.38,0.28,0.8,42,381,6,8.9,11.7,0.8,5.6,464.46
SHIROL,7.48,0.6,0.84,114.3,493,8.8,7.8,7.5,0.1,5,645.42
MANGAVATI,7.48,0.52,0.81,49.5,381,6.8,1.7,4.5,0.6,5.1,458.01
TAKALI,7.58,0.25,0.6,141.4,319,8,6.1,13,0.8,5.8,502.53
TAKALI,7.5,0.22,0.51,93.81,381,9.6,9.2,11.8,0.9,5.1,519.64
TAKALI,7.55,0.2,0.72,28.76,319,8.8,8.2,12.1,0.6,6,391.93
TAKALI,7.32,0.7,0.9,141.4,493,8.4,7.7,11.8,0.7,6.6,678.52
TAKALI,7.6,0.54,1.11,100.7,549,8,2.6,8.1,0.7,6.9,685.25
TAKALI,7.5,0.22,0.87,12.33,571,6.4,11,12.3,1.6,8.1,631.32
TAKALI,7.45,0.33,1.02,141.4,493,7.2,13.3,12.6,0.9,9.2,686.4
TAKALI,7.42,0.39,1.08,141.4,381,6,8,11.8,1.7,9.4,568.19
TAKALI,7.3,0.74,0.96,141.4,605,6.8,7.6,12,0.7,7.2,789.7
TAKALI,7.62,0.6,0.93,14.12,627,8.8,3.9,9.8,0.8,6.5,680.07
TAKALI,6.89,0.27,0.78,32.87,347,6,8.3,11.2,0.4,6.3,420.01
TAKALI,7.08,0.25,0.69,39.26,302,8.4,13.6,13.7,3,7,394.98
TAKALI,7.28,0.65,0.6,42,493,15.2,9.1,10.5,2.3,5.8,586.43
TAKALI,7.18,0.27,0.75,44.51,291,7.2,7.1,10.8,0.2,6.3,375.31
TAKALI,7.25,0.22,0.72,47.7,269,6.4,6.9,10.5,0.1,5.4,354.19
TAKALI,7.28,0.54,0.81,61.17,403,13.6,2.4,7.1,0.4,4.8,501.1
TAKALI,7.2,0.3,0.78,44.51,347,7.2,8.2,11.9,0.2,5.7,432.99
TAKALI,7.38,0.55,0.75,43.41,459,16.8,2.9,6.7,0.4,5.6,543.49
TAKALI,7.39,0.25,0.6,49.53,241,7.2,6.6,12.3,0.1,5.5,330.47
TAKALI,7.2,0.33,0.72,53.41,381,6,9.8,13.8,1,7,480.26
TAKALI,7.32,0.2,0.75,49.53,347,8.8,6.7,11.6,0.2,5.6,437.7
TAKALI,7.3,0.45,0.78,55.47,795,7.6,9.3,11.4,7.5,8.2,903
TAKALI,7.05,0.3,0.72,44.51,353,6,11.1,14.1,1.7,9.7,448.18
TAKALI,7.2,0.2,0.78,39.26,319,6,10.4,10.6,0.4,8,401.84
TAKALI,7.18,0.35,0.69,49.53,353,6.4,10.1,10.9,0.7,8,446.85
TAKALI,7.18,0.45,0.93,39.26,336,6,9.5,11.5,1.2,8,420.02
RAJAPUR,7.11,0.25,0.78,49.53,347,7.2,8.6,13.7,0.7,9.8,444.67
TAKALI,7.45,0.3,0.72,49.53,336,6.8,10,11.9,0.4,7.7,430.8
TAKALI,7.3,0.38,0.75,61.17,291,7.6,9.1,13.4,0.1,7.3,398.1
ARJUNWAD,7.32,0.28,0.6,70.99,470,6,10.9,17.5,0.6,9.5,593.69
ARJUNWAD,7.29,0.22,0.75,141.4,347,6.8,9.5,13,0.2,6.5,532.66
ARJUNWAD,7.25,0.37,0.93,61.17,504,6,13.8,17.9,2.1,9.5,623.02
ARJUNWAD,7.29,0.25,0.84,65.6,336,7.2,9.5,14.6,0.2,7.3,448.78
ARJUNWAD,7.39,0.22,0.84,44.51,717,5.2,12,16.9,1.7,8.4,814.16
ARJUNWAD,7.2,0.38,0.72,70.99,605,4.8,20.6,18.1,7.4,7.9,743.09
SHEDBAL,7.25,0.72,0.78,67.11,336,7.6,7.6,14.2,1,7.1,449.36
SHEDBAL,6.98,0.72,0.99,16.89,638,12.8,6.6,8.6,0.3,4.2,696.08
SHEDBAL,7.18,0.55,0.96,24.65,890,8.4,6,11.8,0.7,5.6,955.84
SHEDBAL,7.28,0.68,0.72,47.7,717,16,5.9,8.2,0.2,3.6,807.28
SHEDBAL,7.18,0.65,0.84,27.39,666,12,6.3,13,0.3,5.6,739.26
SHEDBAL,7.4,0.29,1.08,42,706,13.6,4.6,10.7,1,5.1,791.77
SHIRGUPPI,7.2,1.28,1.02,18.92,515,16,4.7,10.9,1,5.5,581.52
SHEDBAL,7.3,0.65,0.9,61.89,750,15.6,5.5,13,0.5,4.7,860.04
SHEDBAL,7.28,0.75,0.99,91.53,459,14,5.2,13.7,0.5,5.6,598.55
SHEDBAL,7.5,0.38,0.66,61.17,666,14.8,4.3,11.5,0.7,5.5,772.51
SHEDBAL,7.6,1.1,0.6,20.34,504,16,5.2,7.8,0.3,3.7,566.64
SHEDBAL,7.35,0.65,0.75,67.11,806,12,5.6,12.3,0.5,4.8,917.06
SHEDBAL,7.5,0.4,0.81,44.51,627,16.4,5.8,10.2,0.5,4.5,717.62
SHEDBAL,7.45,0.38,1.02,19.33,605,16.8,5.2,9.8,0.5,3.8,669.28
SHEDBAL,7.38,0.6,0.93,74.87,666,13.6,6.4,12.2,0.3,4.9,787.18
SHEDBAL,7.58,0.32,0.63,19.63,526,15.2,5.4,9.1,0.4,3.9,588.16
SHEDBAL,7.45,0.52,0.6,67.11,235,4.4,6.8,7.7,0.5,2.8,332.88
SHEDBAL,7.59,0.35,0.75,47.7,493,13.2,6.7,10.6,0.5,4.7,585.09
SHEDBAL,7.55,0.26,0.54,78.75,269,16.4,5.2,9,0.3,4.3,391.3
SHEDBAL,7.52,0.54,0.69,18.72,627,16.8,5.1,9.3,0.5,3.1,689.27
SHEDBAL,7.5,0.59,0.6,20.34,806,16.4,4.4,10.6,0.5,3,869.93
SHEDBAL,7.38,0.65,0.69,93.81,381,4.8,4,15.4,0.5,4.6,512.83
SHEDBAL,7.59,0.32,0.66,47.7,666,14.8,5.1,11.1,0.3,3.9,757.47
SHEDBAL,7.4,0.55,0.51,70.99,750,7.2,5,12.7,0.5,3.9,858.75
SHEDBAL,7.48,0.45,1.08,47.7,650,8,4.4,11.4,0.6,4.6,735.71
SHEDBAL,7.49,0.59,1.11,17.8,605,14.8,5.5,12.1,0.3,3.9,668.59
SHEDBAL,7.46,0.58,1.08,78.75,706,14,4,12.5,0.3,3.8,828.47
SHEDBAL,7.64,0.29,0.87,141.4,666,16.8,3.6,9.6,1.2,4.2,851.6
SHEDBAL,7.69,0.25,0.81,15.98,571,14,6.3,9.4,0.5,4.6,630.53
UDGAON,7.58,0.22,0.72,40.63,605,8.4,7.9,12.1,1.6,6.8,690.95
UDGAON,7.55,0.23,0.87,86.74,627,8,7.3,11.8,1.4,6.3,757.19
UDGAON,7.5,0.32,0.75,16.89,381,8,9,13.8,1.4,7.5,446.16
CHAND-SHIRADWAD,7.42,0.24,1.02,44.51,403,6.4,10.2,17.8,1,7.4,498.99
CHAND-SHIRADWAD,7.45,0.25,0.87,76.75,493,4.4,9.7,17.9,0.5,7,617.82
JANWAD,7.3,0.32,0.69,19.63,627,5.6,9.3,17.8,1.3,6.6,695.54
JANWAD,7.5,0.25,0.6,96.1,381,11.2,4.7,10,0.8,5.3,517.45
JANWAD,7.48,0.23,0.75,44.51,515,11.6,5.5,12.7,0.5,4.6,602.87
JANWAD,7.6,0.2,0.72,72.82,358,8,4,10,0.3,4.6,466.24
SHIROL,7.3,1.28,0.75,82.6,711,8,5.6,13.8,1,5.6,836.93
JANWAD,7.4,0.24,0.66,18.72,571,5.6,9,16.7,0.3,5.8,635.42
JANWAD,7.45,0.3,0.9,117.1,638,10.8,5,13.6,0.7,4.7,798.55
JANWAD,7.58,0.25,0.48,47.7,773,12,4.6,11.1,0.5,4.2,861.41
JANWAD,7.55,0.18,0.72,70.99,207,4.4,6.3,11.6,0.5,4.3,313.54
RAJAPUR,7.08,0.38,0.81,141.4,498,6,11,16.3,0.5,5.4,686.87
RAJAPUR,7.28,0.35,0.69,141.4,571,6.8,7.6,12.8,1.3,5.4,754.62
RAJAPUR,7.46,1.1,0.72,114.8,538,6.8,11.3,14.9,0.5,6.6,702.18
JAMBHALI,7.55,0.7,1.02,55.41,515,10,6,3.5,1.3,5.5,605.98
JAMBHALI,7.33,0.63,0.96,47.7,493,6.4,14.5,18.7,0.8,5.9,595.92
SHIRATI,7.18,0.42,0.45,33,526,6.4,7.8,15.2,0.5,4.5,601.45
SHIRATI,7.5,0.48,0.63,42,694,5.2,7.6,16.5,1.3,4.2,779.41
AKIWAT,7.5,0.25,1.11,98.4,515,6.8,9.9,16.1,0.5,4.5,660.06
SHIROL,7.58,0.46,0.6,43,493,10,11.3,12.8,0.5,4.9,584.14
DHARANGUTTI,8,0.35,0.52,16.8,571,7.2,11.8,8.4,2.5,15.5,642.07
CHAND-SHIRADWAD,7.1,0.21,0.88,14.4,549,2.4,25,27.8,1.4,10,638.19
CHAND-SHIRADWAD,7.2,0.2,0.73,20.4,414,3.6,24.2,24.9,0.7,8,503.93
CHAND-SHIRADWAD,7,0.24,0.73,18.8,706,2.4,12.2,17.8,1.2,11.5,777.87
BORGAON,7.65,0.2,0.44,13.2,571,8.8,9.2,8.9,1,8.8,629.19
BORGAON,7.8,0.27,0.65,15.2,493,10,9.4,7,2.4,6.3,552.02
BORGAON,7.6,0.75,0.73,16.8,571,7.6,5,19,0.8,5.8,635.08
SADALGA,7.65,0.37,0.54,12.8,616,4.8,10.8,13.4,1.5,10.5,678.36
SADALGA,7.5,0.45,0.57,15.2,526,4.8,9.7,13.9,2.3,9,589.42
SADALGA,7.65,0.34,0.54,17.6,414,6.4,9.7,12.6,1.3,8.3,478.43
SADALGA,7.55,0.29,0.52,16,358,6,18.7,13.6,1.4,9.5,431.56
SHIROL,7.5,1.1,0.7,26,801,5.6,15.8,12.7,2,11.5,883.9
SHIROL,7.7,1.5,1.01,22,762,8,12,11.8,2.4,8.4,836.81
UDGAON,7.62,0.48,0.86,31.5,605,10.4,20.6,14.9,4.6,11.6,707.56
UDGAON,7.5,0.42,0.99,10.4,829,13.2,7.9,10.5,2.4,6.3,888.61
DHARANGUTTI,7.48,0.69,0.86,10.6,706,13.2,12.2,13.1,1.8,11.1,777.03
ARJUNWAD,7.29,0.42,0.63,5.3,666,7.2,17.8,13.8,1.9,9.9,730.24
ARJUNWAD,7.65,0.52,0.86,10.3,1030,12.4,14.2,12.2,0.6,6.3,1095.03
SHIROL,7.48,0.55,0.92,10.4,806,12.8,12.3,11.3,2,5.9,869.65
MANGAVATI,7.58,0.92,0.99,9.13,739,12.4,10.7,12.1,2.6,10.3,805.72
MANGAVATI,7.6,0.85,1.03,15,706,11.2,14.1,11.4,1.1,7.6,775.88
SHIROL,7.3,0.61,0.94,20.4,750,7.2,13.7,14.6,4.2,8.5,827.45
CHINCHWAD,7.62,0.42,0.72,10.27,414,12.8,10.3,8.7,1.3,6.3,472.43
SHIROL,7.48,0.48,0.98,19.6,650,10,8.7,8.8,1.4,6.9,714.34
JAMBHALI,7.42,0.4,0.94,10.39,666,9.2,9.1,9.4,0.7,4.7,718.25
JAMBHALI,7.38,0.5,1.15,27.4,582,7.2,7.9,7.1,1.1,5.8,647.53
SHIROL,7.58,1.35,0.86,13.24,7.5,10.8,5.6,6.3,1.5,6.2,60.93
TAKALI,7.15,0.32,0.7,24.6,918,9.2,12.9,10.8,2.7,7.6,993.97
TAKALI,7.48,0.41,0.86,10.5,54.7,6.8,13.7,11.6,1.5,6.4,113.95
CHAND-SHIRADWAD,7.4,0.15,0.7,38.44,515,4,9,11.8,0.3,6,592.79
SHEDBAL,7.55,0.69,0.95,5.7,829,13.2,3.4,4.9,1.8,3.8,870.99
SHIRDHON,7.32,0.75,0.78,38.44,515,6.4,3.7,4.8,0.9,4.7,582.79
TERWAD,7.39,0.5,0.91,16.25,874,6.4,4.6,6.5,1.1,6.3,923.95
SHIRGUPPI,7.18,0.52,0.8,22.2,739,6,8.7,8.8,1.8,6.3,801.3
SHIRGUPPI,7.22,0.84,0.86,24.47,706,5.6,5.1,11.5,1.1,3.8,766.49
SHIRGUPPI,7.59,0.44,0.83,16.8,829,13.6,7.9,5.4,0.5,5.5,887.56
DHARANGUTTI,7.64,0.62,0.92,15.71,666,11.6,10.8,2.8,0.6,6.8,723.49
AKIWAT,7.36,0.33,0.88,13.7,605,5.2,12.4,9.2,3.7,7.4,665.17
AKIWAT,7.5,0.48,0.86,15.7,549,6.4,12,8.8,0.5,6.3,607.54
SHIROL,7.27,1.3,0.75,13.4,706,4,11.4,12.7,1.5,5.4,763.72
KURUNDWAD,7.3,0.48,0.96,33.04,291,6,11,10.3,0.9,7.7,368.68
KURUNDWAD,7.32,0.42,0.94,33.8,336,4.8,13.9,12,1.6,8.1,418.88
KURUNDWAD,7.29,0.4,0.83,33.8,403,6.4,13.5,12.7,1.9,8.7,488.52
SHIRATI,7.59,0.48,0.91,33.04,515,11.4,3.3,8.6,2.3,5.6,588.22
SADALGA,7.51,0.45,0.57,23.12,515,11.6,7.6,14.4,0.7,4.5,585.45
SADALGA,7.18,1.1,0.55,56.6,526,8.4,7.1,14.7,2,4.5,628.13
SADALGA,7.18,0.66,0.83,32.24,694,5.2,10.8,22.2,1.5,4.5,779.11
TAKALI,7.38,0.59,0.6,29.96,381,6.4,3.1,6.9,2.8,3.6,442.33
SHIROL,7.36,0.18,0.45,74.9,627,4,17.2,21.3,1.5,7.3,761.19
SHIROL,7.3,0.5,0.57,49.54,694,6.4,4.9,10,1.5,6.1,780.81
SHIROL,7.25,0.58,0.54,57.29,627,9.6,5.1,9.4,0.9,5.8,723.46
SHIROL,7.36,0.5,0.61,76.76,538,6,9.6,9.6,1.3,5.8,655.53
SHIROL,7.3,0.44,0.66,78.75,459,5.6,10.5,10.4,1,5.8,579.45
SHIROL,7.27,0.5,0.69,57.29,666,9.6,4.2,9.6,2.3,4.5,761.95
JANWAD,7.38,0.25,0.36,47.7,358,5.2,6.9,8.5,0.4,3.8,438.49
CHAND-SHIRADWAD,7.28,0.22,0.48,51.6,302,14.8,6.3,4.9,0.2,3.3,391.08
CHAND-SHIRADWAD,7.25,0.22,0.54,141.4,515,8.8,6.4,5.4,0.3,3.3,688.61
CHAND-SHIRADWAD,7.28,0.45,0.99,141.4,918,8.4,8.5,10.5,0.6,6.2,1102.32
CHAND-SHIRADWAD,7.2,0.45,0.57,141.4,750,4.4,9,11,0.6,5.8,930.42
JANWAD,7.3,0.32,0.45,141.4,806,14.8,7.2,7.8,0.2,4.4,989.87
JANWAD,7.11,1.1,0.78,114.8,1053,6.8,9.9,14.6,0.3,7.9,1216.29
JANWAD,7.3,0.38,0.48,53.4,874,16.4,6.6,8.3,0.2,4.4,971.46
JANWAD,7.18,0.3,0.54,36.7,997,15.6,5.8,9,0.5,4.7,1077.32
JANWAD,7.37,0.32,0.96,141.4,694,14.4,4.9,6.6,0.2,4.4,874.55
JANWAD,7.18,0.45,0.78,68.9,1053,15.2,4.2,10.7,0.5,4.2,1165.11
UDGAON,7.75,0.84,1.11,59.3,1120,15.8,3.4,10,0.2,5.6,1224
UDGAON,7.7,0.8,0.9,55.4,1030,14.8,3.3,9.6,0.2,5,1127.7
CHINCHWAD,7.39,0.42,0.78,59.3,1098,8,6.9,16.2,1.5,8.5,1206.99
UDGAON,7.68,0.84,0.93,67.11,1120,14.4,3.3,9,0.1,5,1228.36
UDGAON,7.4,0.54,1.02,57.3,717,5.6,7.7,15,1.2,7.9,820.66
UDGAON,7.82,0.88,0.93,28.8,851,16.4,3.5,7.4,0.6,4.8,922.13
UDGAON,7.8,0.95,0.84,42,694,16.4,3.8,6.7,0.6,4.8,777.89
CHINCHWAD,7.44,1.12,0.72,86.74,1120,6.8,12.8,5.8,1.5,12.7,1255.62
UDGAON,7.32,1.18,0.6,44.51,1120,7.6,11.8,5.3,1.7,12.1,1212.11
UDGAON,7.3,1.38,0.93,28.8,1120,6,11.6,5.6,1.4,11.8,1194.81
UDGAON,7.25,1.36,0.84,44.51,1120,6.4,11.5,5.5,1.5,12,1210.86
UDGAON,7.39,0.88,0.63,31.5,1120,8.4,6.8,9.2,1.8,9.3,1195.9
UDGAON,7.25,1.29,0.6,47.7,1120,7.2,11.6,6.7,1.8,14.1,1218.24
UDGAON,7.29,1.1,0.72,49.5,1120,7.2,11.5,5.8,1.5,12.5,1217.11
UDGAON,7.2,1.59,0.93,71,1120,7.2,11.7,5.2,1.7,12.6,1239.12
UDGAON,7.18,1.55,0.78,44.5,1120,7.2,12,5.3,1.7,12.7,1212.91
UDGAON,7.22,1.25,0.69,51.6,1120,7.2,12.1,5.9,1.4,13,1220.36
CHINCHWAD,7.25,1.11,0.6,42,1120,7.2,11.3,5.9,1.4,12.6,1209.36
CHINCHWAD,7.18,1.39,0.72,63.2,1120,6.4,10.9,5.5,1.6,13.3,1230.19
UDGAON,7.17,1.18,0.6,71,1030,6.8,12.7,5.9,1.5,12.7,1149.55
UDGAON,7.22,0.98,0.69,44.51,941,7.6,13,6.5,1.5,13.2,1036.2
SHIROL,7.48,0.45,0.72,51.6,627,8.8,12.3,13.6,1.7,9.6,733.25
SHIROL,7.45,0.32,0.99,67.1,493,8.8,13.9,13,1.5,8.6,614.66
SHIROL,7.45,0.39,0.78,24.6,907,9.2,6.6,10.2,1.5,9.1,976.82
SHIROL,7.33,0.35,0.9,141.4,510,6,11,10.4,1.1,6.1,694.58
SHIROL,7.3,0.38,0.9,112.3,538,7.6,10.9,7.2,1,8,693.58
SHIROL,7.29,0.32,1.02,141.4,571,5.6,9.5,9.3,0.6,5.6,751.63
SHIROL,7.38,0.38,0.96,67.1,1008,4.8,6.7,8.8,1.3,6.2,1111.62
SHIROL,7.5,0.28,0.96,112.3,829,5.6,9,7.8,1.1,6.9,980.44
SHIROL,7.48,0.32,0.66,47.7,504,6.8,6.4,5.8,0.5,5.6,585.26
SHIROL,7.3,0.44,0.96,51.6,717,7.2,6.8,11,2.1,5.6,810
SHIROL,7.32,0.4,0.93,67.11,515,5.2,8.9,12,1.6,6.2,624.66
SHIROL,7.29,0.45,1.05,27.4,571,5.6,9.4,11.9,1.8,6.2,642.09
SHIROL,7.26,0.4,0.96,24.6,638,5.6,9.5,10.9,1.9,6.2,705.32
SHIROL,7.25,0.38,0.87,28.8,493,6.4,9.3,11.6,1.9,6.3,565.8
SHIROL,7.25,0.3,0.81,141.4,403,6.8,8.6,9.6,0.5,6.2,584.46
SHIROL,7.4,0.28,0.45,103.2,358,6.8,6,5.8,0.3,5,493.23
UDGAON,7.4,0.5,1.17,24.65,549,6.4,8.2,15.6,0.3,4.9,618.12
SHIROL,7.42,0.88,0.66,130,1120,6,5.2,9.3,1.1,4.5,1285.06
SHEDBAL,7.5,0.65,0.39,49.5,381,10.8,2.3,3.2,0.3,3.1,458.74
SHIRATI,7.32,1.45,0.9,114.8,874,7.2,5.7,8.3,4,5.3,1028.97
SHIROL,7.5,0.95,0.66,141.4,773,12.8,7.1,5.2,0.9,4.9,954.41
SHIRATI,7.42,0.82,0.72,130,913,15.6,4.8,6.4,1,3.2,1082.96
SHIRATI,7.35,0.8,0.63,130,515,6.4,6,7.3,1.3,3.9,678.68
SHIRATI,7.32,1.1,0.84,130,907,7.6,9.2,6.9,1.2,6.1,1077.26
SHIRGUPPI,7.5,1.35,0.72,130,650,16,1.2,4.5,1,3.2,815.47
TAKALI,7.25,3.8,0.42,141.4,437,6,0.2,2.6,1.4,3.1,603.17
SHIRATI,7.45,0.69,1.05,141.4,582,13.6,4.5,5.6,0.8,3.9,760.99
SHIRATI,7.42,0.62,0.84,34.2,650,6.8,6.1,12.6,1.5,4.8,724.88
SHIROL,7.38,0.58,0.87,141.4,750,6.8,9.8,9.5,1.5,6.1,933.93
SHIRATI,7.28,1.18,0.75,141.4,941,5.2,9.6,12.1,1,5.5,1125.01
SHIRATI,7.55,0.44,0.6,103.2,381,6.8,5.5,5.8,0.8,3.2,514.89
SHIRGUPPI,7.65,0.95,0.96,56.6,829,16,4.9,4.5,0.7,3.2,924.46
RAJAPUR,7.35,0.45,0.93,42,582,6.8,4.4,8.4,0.7,6.1,659.13
RAJAPUR,7.5,0.55,0.87,36.75,482,7.6,4,4.8,0.9,6.2,551.17
RAJAPUR,7.39,0.28,0.72,36.75,605,6,6.6,8.3,0.6,6.1,677.74
SHIRDHON,7.32,0.29,1.11,78.75,515,5.2,14.7,17.8,1.1,8.9,650.17
JAMBHALI,7.32,0.45,1.14,59.35,1008,4.4,4,5.9,1.4,8.6,1100.56
SHIROL,7.48,0.22,0.93,42,605,6,4.4,8.3,2.3,5,681.63
JAMBHALI,7.58,0.25,1.11,15.06,728,16.8,3.6,11.2,0.1,5.8,789.5
SHIROL,7.65,0.56,0.69,55.5,459,13.2,1,9.2,0.4,4,551.2
TAKALI,7.5,0.39,0.62,71,504,7.2,6.8,12.5,0.7,4.9,615.61
TAKALI,7.39,0.39,0.81,24.6,498,6.4,5.8,17.8,0.1,5,566.29
RAJAPUR,7.4,0.52,0.53,30.1,739,12.4,0.9,5.6,0.1,3,799.55
RAJAPUR,7.48,0.3,0.76,51.6,711,6.8,4.3,9.1,0.4,4,795.74
RAJAPUR,7.35,0.45,0.81,65,706,8,7.3,7.3,0.4,5.2,807.81
RAJAPUR,7.38,0.38,0.56,89,666,8.8,6.1,10.4,0.4,5.1,794.12
RAJAPUR,7.35,0.52,0.73,49.5,627,12.8,0.5,4.4,0.2,2.9,705.9
RAJAPUR,7.44,0.35,0.62,65,706,10.8,2.9,5.4,0.1,3.6,802.21
RAJAPUR,7.35,0.45,0.67,47.7,666,10.8,3,6.6,0.2,4.9,747.67
RAJAPUR,7.48,0.5,0.56,16.4,353,8.8,3,3.2,0.5,5.1,398.54
TAKALI,7.18,2.18,0.59,59.3,818,7.2,1,10.3,0.4,4.1,910.25
RAJAPUR,7.5,0.3,0.62,28.8,336,9.6,3.7,8.2,0.1,4.9,399.72
RAJAPUR,7.65,0.5,0.76,49.5,353,16.8,3.9,6.3,0.1,5.2,443.71
ARJUNWAD,7.35,2.52,0.47,47.7,504,8,2.8,0.9,0.4,2.8,576.94
ARJUNWAD,7.48,4.48,1.01,32.9,353,9.6,2.9,5.7,2,3.9,422.97
BORGAON,7.65,0.44,0.82,43.14,986,14,2.3,9.2,2.1,4.5,1070.15
TAKALI,7.43,0.68,0.63,44.5,504,7.6,1.5,9.1,0.5,3.8,579.74
ARJUNWAD,7.4,0.45,1.04,49.5,526,6,4.4,12.4,2.3,5.1,614.59
ARJUNWAD,7.55,0.25,0.92,47.7,134,5.6,5.6,10.5,0.4,5.1,217.62
SHIRATI,7.84,0.58,0.85,30.1,280,8.8,2.9,6.2,0.2,3.4,340.87
ARJUNWAD,7.47,0.55,1.07,61.2,515,4.8,5.3,14.1,2.3,5.9,617.69
ARJUNWAD,7.65,0.4,1.11,30.1,235,13.6,3.7,6.5,0.5,5.1,303.66
UDGAON,7.28,0.1,1.17,32.9,269,3.6,10.1,15.7,0.7,5.2,345.75
SHIROL,7.6,0.28,1.01,38.12,302,9.2,2.2,4.1,1,5,370.51
SHIROL,7.62,0.45,0.92,34.2,594,12,1,3.4,1.3,3.2,658.09
SHIROL,7.6,0.28,1.01,38.12,302,9.2,2.2,4.1,1,5,370.51
SHIROL,7.62,0.45,0.92,34.2,594,12,1,3.4,1.3,3.2,658.09
SHIROL,7.25,0.28,0.86,67.1,526,14,4.8,7.7,0.3,3.8,632.09
SHIROL,7.35,0.4,0.94,75,510,14.4,5.5,6.8,0.6,4.6,625.59
SHIROL,7.46,0.32,0.83,93.8,515,14.8,4.7,7.9,0.3,3.7,648.81
SHIROL,7.3,0.45,0.74,89,470,14.8,5.6,9.7,0.2,4.4,602.19
SHIROL,7.52,0.25,0.77,117.1,403,15.2,4.6,6.3,0.1,2.9,557.74
SHIROL,7.35,0.58,0.86,89,459,10,6.3,8.5,0.7,5.6,587.89
SHIROL,7.25,1.12,0.8,119.4,510,10,6.3,9.4,0.7,6.5,671.47
SHIROL,7.48,0.39,0.69,141.4,526,14.4,4.8,8.3,0.5,3.8,707.76
SHIROL,7.22,1.52,0.74,117.1,616,10.8,6.3,9.1,0.6,5.7,775.08
SHIROL,7.4,0.5,0.71,130,336,8,4.9,9,0.4,9.1,506.01
SHIROL,7.45,0.38,0.8,72.9,381,13.2,4.4,7.4,0.5,4.7,492.73
SHIROL,7.34,0.62,0.74,67.11,627,10,7,9.9,0.9,7.4,738.01
SHIROL,7.48,0.39,0.71,89,269,6,5.8,12.4,0.5,4.8,396.08
SHIROL,7.32,0.85,0.56,98.4,739,8,5,9.6,0.6,5.7,875.03
SHIROL,7.38,0.72,0.83,73,358,8.4,4,8.7,0.1,4.7,465.83
SHIROL,7.5,0.52,0.74,73,515,10.8,5.4,9.3,0.3,5.7,628.26
SHIROL,7.32,1.18,0.66,130,963,10,6.2,10.6,0.6,6.5,1136.06
SHIROL,7.39,0.88,0.66,78.7,728,12.8,6.7,9.8,0.7,5.8,851.43
SHIROL,7.55,0.38,0.74,57.3,582,13.6,2.9,6.9,0.5,4.7,676.57
SHIROL,7.5,0.52,0.66,73,549,14,3.1,8.2,0.1,3.8,659.88
SHIROL,7.3,2.3,0.89,78.7,582,10.8,6.1,11.8,0.6,6.5,706.99
SHIROL,7.5,0.74,0.94,67.11,728,12.4,7.6,9.3,0.9,7.8,842.29
SHIROL,7.39,1.2,0.71,63.2,627,10,6.6,10.7,0.6,6.5,733.9
SHIROL,7.62,0.35,0.74,98.4,302,14.8,5.3,9.1,0.2,4.9,443.41
SHIROL,7.6,0.45,0.89,63.2,627,15.2,3.7,8.2,0.3,4.5,731.04
SHIROL,7.62,0.43,0.86,73,582,12.8,6.8,8.9,0.5,5.7,698.61
